id,date,score,title,uid,content
159047178,2018.12.18 19:28,0,,杨坤,鱼尾狮雕像在新加坡河口，是新加坡的标志建筑，高8.6米，重达70吨的鱼尾狮塑像是已故新加坡著名工匠林浪新先生用混凝土制作的，表面覆盖上陶瓷鳞片，眼睛据说是红色的小茶杯，我没有看出来。&#x20;另一座高2米的，重3吨的小型鱼尾狮宝宝，就在大鱼尾狮不远处，也是林先生的作品。
159040632,2018.12.18 11:36,0,,敏华爱美丽,从地图上看，鱼尾狮公园的位置有些尴尬，因为它处于两个地铁站之间，说白了，请做好出地铁后还要走一大段路的心理准备！&#x20;华灯初上，新加坡两岸的高楼大厦都亮灯了，有种仿佛身处香港的错觉。&#x20;鱼尾狮公园的鱼尾狮像比圣淘沙的鱼尾狮像小很多，看起来更可爱更平易近人。&#x20;拍一张鱼尾狮像吐水的画面，也是每个游客必做的指定动作。&#x20;从鱼尾狮公园拍对面的金沙酒店角度也是最美的。&#x20;在鱼尾狮公园溜达完之后，沿路返回就会到克拉码头。&#x20;克拉码头一带都是海鲜餐厅，克拉码头的彩虹桥映在水面上非常好看。&#x20;在如此美景当中，将海鲜美食大快朵颐肯定是人生一大乐事。
157450171,2018.12.15 20:25,5,,288****174,属于一个标志景点吧。人挺多的！就是地方不太大！还可以
157444556,2018.12.14 20:10,4,,M48****310,鱼尾狮公园位于新加坡河口，站在这里可以看见对面的金沙酒店的大船，鱼尾狮不漂亮，但是名气大，是新加坡的象征和标志性建筑了。
159015624,2018.12.10 14:10,0,,金辰不是天才,新加坡滨海湾是新加坡的必去之地！这里有一条经典的夜游路线！就是从金沙走到鱼尾狮，步行的话，估计也就20多分钟，加上拍拍照之类的可以一两个小时&#x20;我们是从&#x20;金沙商场出发的，沿着右侧的螺旋桥走的····还没走到&#x20;鱼尾狮公园&#x20;，&#x20;激光秀就开始了····索性就站在海滨公园&#x20;通道上观看吧，看完激光秀后·····我们来到&#x20;新加坡&#x20;的地标——鱼尾狮公园，这个新加坡的象征，简直是新加坡必打卡！
157327626,2018.11.30 10:15,5,,游侠半仙,鱼尾狮像公园人流如织，景色宜人！
157324892,2018.11.29 20:16,5,,baggio,挺好的景点，去的那天下雨，印度人很多。雨濛濛的，没有太阳，朝着不同的角度拍了好多好多照片，旁边还有一个小一点的鱼尾狮，很赞！
157324723,2018.11.29 18:41,4,,杨坤,鱼尾狮公园，在新加坡河口，中心位置就是鱼尾狮雕像，高8米多，重达70吨，是已故的新加坡著名工匠林浪新先生用混凝土制作的。
157286449,2018.11.24 10:01,5,,小鱼的狗子,鱼尾狮公园是新加坡的标志性景点之一，代表新加坡形象的鱼尾狮吐出强劲有力的水柱。&#x20;白天和晚上都各看了一次&#x20;人超多&#x20;来自世界各地的不同肤色游客都做了同样的动作！特别不错的一个地方！
157258647,2018.11.20 22:30,4,,翱翔的大鲨鱼,鱼尾狮公园是新加坡著名的地标，守着新加坡河的河口，视野开阔，对面就是金沙酒店楼顶那条大船，还有新加坡之眼的著名摩天轮，左右边就是榴莲剧场，后身就是新加坡的金融区和来福士酒店。建议下午到晚上时间过去观赏。
157177917,2018.11.9 15:31,4,,spencerS,滨海湾一带除了醒目的金沙酒店就是对面的新加坡标志鱼尾狮雕像了，其实也并不是公园，就是一个人人工喷泉造景，各地游客肯定不会错过这个拍照打卡的重点地标，所以不过多热人都是挺多的，周围除了随地可见的花草树木外，各种高档写字楼摩天大厦林立，非常的国际化的高级感，不过大晴天不适合逗留太久，周围没有遮挡，一会儿就满头大汗
157151609,2018.11.5 18:34,3,,杨坤,说是公园，就是一片绿地，鱼尾狮是新加坡标志。
157150047,2018.11.5 13:11,5,,小宝你好,傍晚的时候去最棒了！周围吃饭也很便宜。一些快餐十元就可以搞定。&#x0A;最近距离有一家海鲜，也不错，就是需要提前预约。总之也就那样吧。地标都千篇一律。
157125841,2018.11.1 19:42,3,,甘草4525,到鱼尾狮公园拍照的人还是最多的，所以我们喜欢挑晚上的时候过去人略微少一点，拍出的效果更好
157078709,2018.10.26 15:21,5,,1y2g3q,新加坡鱼尾狮公园真心不错，游客必去的网红景点
157074021,2018.10.25 11:13,4,,维克多一只耳,鱼尾狮公园内设有两座鱼尾狮，一大一小，是游客合拍的经典对象。公园周围还聚集了很多新加坡著名的地标性建筑，如滨海艺术中心、政府大厦、高等法院、维多利亚剧院、莱佛士铜像等是徒步游览的不二之选。
157066753,2018.10.24 11:02,5,,狮子座的Pumpkin,鱼尾狮公园坐落于新加坡河口，是新加坡的标志，对面就是著名的金沙酒店，景色很美。与世界其他重要地标一样，鱼尾狮雕像是来新加坡的标志。鱼尾代表过去，狮头代表现在，很不错的诠释。凭栏眺望，海风习习，坐在海边，喝杯星冰乐，真是很舒服
157064676,2018.10.24 4:03,5,,njcpa000,鱼尾狮像在很多人心目中，就像一个传说，很美丽的一个故事，怀着这样的心情与感受去好好享受这里的时光，值得一看！
157038304,2018.10.21 2:13,5,,优优嘉嘉,地标建筑鱼尾狮公园，值得一去！
157032170,2018.10.19 22:17,5,,散落的玫瑰,这个公园一定要来啊，新加坡的标志性建筑，人气很旺。
157020622,2018.10.18 18:50,3,,甘草4525,鱼尾狮公园那是去新加坡必去的一个景点，晚上的时候到这边如果你是摄影爱好者的话，会拍出不一样的风景
157011784,2018.10.18 14:40,5,,很久很久很久以前,这里的鱼尾狮一直不停的在喷水，在新加坡一共有3个鱼尾狮雕像，有一个在这里，还有一个最大的再说圣淘沙附近，这里是来新加坡必去的地方，是新加坡面积最小的公园，它位于新加坡河河口，鱼尾狮是它地标性的雕塑。
156987058,2018.10.16 9:55,5,,阿悠麻麻,鱼尾狮作为新加坡的标志性景点，到了新加坡是一定要去看一看的。我们住在新加坡浮尔顿酒店，穿过酒店后门长长的走廊出来后，就是鱼尾狮了。远远望去，就可以看到鱼尾狮在不停地吐水了。鱼尾狮边上有很多台阶，不少游客都坐在那里，看看对面的滨海中心，看看新加坡河，尤其到了晚上，灯光秀一上来，更是漂亮了。&#x0A;小朋友来到鱼尾狮边上，还特地凹个造型，留个纪念。
156968283,2018.10.13 22:55,5,,笑看人生,到新加坡旅游必到景点，这里的景观、商场、餐厅都很有特色，周边围的风景很优美。放眼望去会让你真正感受到新加坡的风光与众不同…
156960302,2018.10.13 4:14,4,,sha****anna,新加坡旅游签到景点，从酒店一路走过来马上上并没有什么人，到这里瞬间人声鼎沸，简直到了联合国，拍照效果不错，但是并没有很震撼，赶紧拍照走人了！
156956561,2018.10.12 15:10,5,,yi****214,我们达到鱼尾狮公园的时候，大概9点了吧，人真的很多，而且都是国人、都是跟团游。如果想去鱼尾狮公园好好拍照，建议8点之前到达吧，游人不会太多。
156958525,2018.10.12 15:08,5,,320****987,是新加坡的打卡地点之一了吧。人很多，尤其是适合拍照的那里，这个公园很小，附近没什么餐厅，但风景很不错，可以看到对面的滨海湾。
156890415,2018.10.6 18:15,4,,yg小小兔,就是在拍照，环境很好！算是标志性的景点！
156881169,2018.10.6 7:59,5,,00****753,新加坡的最标志，来这里是一定要来看看的。
156835237,2018.10.3 23:26,5,,yan****gkun,鱼尾狮是新加坡的地标，也是新加坡的吉祥物。整个新加坡有三个鱼尾狮，其中最著名的那个地标是母的，坐落在鱼尾狮公园，其背后还有一个小的，也会喷水。而最大的那只公的，位于圣淘沙。
156814649,2018.10.2 22:39,5,,giraffe-,新加坡虽然不大，但是每个景点都值得去欣赏。第一站就是去鱼尾狮像那里打卡，背后的金融中心也是好生羡慕，下次再去～
156805411,2018.10.2 16:42,4,,feiji148,地标必须一到。。。。。。。。。
156792759,2018.10.1 7:30,5,,乖小咪,鱼尾狮公园是来新加坡一定要来的地方，他是新加坡的象征。鱼尾狮公园就位于新加坡河的尽头，有一只鱼尾狮妈妈和鱼尾狮宝宝。鱼尾狮妈妈就是河边喷水的那只，据说在圣淘沙上的鱼尾狮塔雕像，就是鱼尾狮爸爸，想想也挺有意思。
156770171,2018.9.28 22:27,5,,散落的玫瑰,这里是新加坡的标志性建筑，有人都会来这里拍照。
156662232,2018.9.16 8:33,4,,_jeanine_,鱼尾狮的两重形象实乃传神之处，白日晴空，所呈现在您眼前的是一只雄壮威武的雄狮。每到夜晚，在缤纷的霓虹灯和星星点点的渔火的映衬下，鱼尾狮就变成华美而神秘，清新而幽雅的雌狮。
156657245,2018.9.15 15:16,3,,现状宏程,新加坡地标的赶脚还行、一个城市就是国家
156598918,2018.9.9 21:44,5,,徐团,鱼尾狮公园内设有站台、购物商店和饮食店，供游人合照和休息。鱼尾狮公园的两尊大小鱼尾狮塑像是已故新加坡著名工匠林浪新先生用混凝土制作的。现为新加坡的标志性景点之一，代表新加坡形象的鱼尾狮吐出强劲有力的水柱。公园里来自四面八方的游客很多，这里是每位到新加坡的游客必玩之地，拍照、留影自然是少不了的。
156596458,2018.9.9 15:44,3,,298****152,这个公园是新加坡标志性的地标性建筑，白天去的时候我宁可迟一点去，因为早晨的时候都是旅游团
156582941,2018.9.7 20:43,5,,紫韵吖,上午终于看到地标建筑鱼尾狮，坐轮船的时候还特别开心的欣赏风景，下船后正缝中午的大太阳弹头热得有点不耐烦了，喊他拍个照也是不配合还生气，只能随便拍几张游客照离开。
156572790,2018.9.6 21:08,5,,M25****4240,这里是坐标地了应该，具有代表性的鱼尾狮像，还可以看到地标性建筑，只不过游人有些多，有点挤，其它的都不错，来新加坡不应该错过的景点
156466117,2018.8.31 9:52,5,,136****1891,适合晚上去，人不多，喷水狮与金沙酒店、摩天轮、大榴莲和游船相得益彰。
156413182,2018.8.30 23:57,4,,维克多一只耳,鱼尾狮公园内设有两座鱼尾狮，一大一小，是游客合拍的经典对象。公园周围还聚集了很多新加坡著名的地标性建筑，如滨海艺术中心、政府大厦、高等法院、维多利亚剧院、莱佛士铜像等，是徒步游览的不二之选。
156392043,2018.8.30 20:04,5,,冰凉的,鱼尾狮像公园是新加坡特别棒的公园之一&#x20;很美&#x20;名字都特别棒&#x20;何况是这里的景色呢&#x20;真的是太美了&#x20;很有秩序的参观着
156355668,2018.8.28 20:48,4,,M48****310,新加坡的鱼尾狮公园，绝对是新加坡的标志建筑，鱼尾狮还是很大的，在这里可以看见很远处的金沙酒店的那艘巨轮，还可以看见巨大的摩天轮。
156342507,2018.8.28 20:17,5,,zhongloo,新加坡最出名的地标之一，不用多说，鱼尾狮像公园无论早上还是晚上都比较多人，建议有条件的最好早上8点半前到达，那个时候人比较少，能拍出姣美的照片。
156320854,2018.8.27 14:19,5,,小鱼的狗子,新加坡的标志鱼尾狮公园！来新加坡必来的地方。
156291811,2018.8.25 13:01,4,,fei_ye,鱼尾狮作为新加坡地标的象征，游客总是络绎不绝。说实话，虽然说是公园，实际面积不大，主要就是因为著名的鱼尾狮像坐落在此，作为标志和象征，实际公园里还有一座小鱼尾狮像，但是大多都是冲着大鱼尾狮像来的，大鱼尾狮口中喷射水柱，在看台阶梯可以让游客靠近水边，留影纪念，也可以稍作休息。而鱼尾狮对面就是新加坡知名的金沙酒店，正好也是可以来个合影留念。
156260267,2018.8.22 20:17,5,,散落的玫瑰,位于新加坡的市中心，是地标性建筑。
156211730,2018.8.19 13:18,5,,诗意情节,终于来到了南洋新加坡这个亚洲四小龙之一的美丽国度，在这座未来感很强的城市里，变成一边走一边聊到半夜的快乐&#x20;美丽的鱼尾狮，气派的滨海湾金沙，鳞次栉比的高楼大厦，熙熙攘攘的旅游观光者
156169771,2018.8.16 11:42,5,,杨坤,鱼尾狮公园，是新加坡最著名的公园，也是最小的公园，这里的游客非常多，鱼尾狮有两条，一条鱼尾狮妈妈，后面还有一条鱼尾狮宝宝。
156158425,2018.8.15 14:00,5,,阳光明媚,鱼尾狮公园是新加坡面积最小的公园。1972年，前新加坡总理李光耀为鱼尾狮公园剪裁开幕。现公园已签到浮尔顿1号的新家。鱼尾狮公园内设有站台购物商店和饮食店供人休息，看台也可变成容纳一百人表演的舞台，观众坐在阶梯上，背靠海湾，在星空下欣赏音乐会和精彩表演。鱼尾狮塑像是新加坡的标志性景点之一。公园不大，因为临河临海，威风徐徐，在公园里散步非常惬意。
156123226,2018.8.12 22:01,5,,djrlysc,标志性建筑，人也不少，拍照完了就走
156109802,2018.8.12 1:08,5,,凌--,左手太平洋，右手印度洋，亚洲十字路口的新加坡是花园城市的典范，鱼尾狮公园则是这座花园的点睛之处，拍照打卡的时候记得用手或者嘴接住狮嘴喷出的‘’财运‘’哦
156096253,2018.8.11 1:30,4,,_WB4****942,鱼尾狮毕竟是新加坡的地标建筑了&#x20;还是挺好看的&#x0D;站在河畔&#x20;欣赏对面的景色也不错&#x0D;刚好赶上了新加坡国庆&#x20;国庆烟火也是在这里观看的
156027630,2018.8.6 9:36,5,,Precious,新加坡地标值得一去。我们是坐公车到的很方便。夜晚景色很美，鱼尾狮附近也都是游客，大家都在拍照留念，远处的滨海湾金沙酒店在夜色中非常美。可以坐下来静静欣赏夜景的地方。
155986971,2018.8.3 8:06,5,,hua****4483,最小的公园，确是新加坡的地标哦，鱼尾狮太有名了
155968603,2018.8.1 20:25,4,,小虫寵,鱼尾狮像公园的这座雕像是新加坡的标志性建筑，所以我们参观了这个地区，雕像很简单，但滨海湾的景色非常好，尤其是夜晚的景色，著名的金沙酒店就在公园的对面。
155952807,2018.7.31 16:10,5,,崔成浩,鱼尾狮公园（Merlion&#x20;Park），是新加坡面积最小的公园。1972年，前新加坡总理李光耀为鱼尾狮公园剪彩开幕。现公园已迁到浮尔顿1号的新家。&#x0A;鱼尾狮公园内设有站台、购物商店和饮食店供游人合照和休息，看台也能变成可容纳100名表演者的舞台，观众坐在阶梯上，就能背靠滨海湾，在星空下欣赏音乐会和精彩的表演。鱼尾狮公园的两尊大小鱼尾狮塑像是已故新加坡著名工匠林浪新先生用混凝土制作的。现为新加坡的标志性景点之一，代表新加坡形象的鱼尾狮吐出强劲有力的水柱。公园不大，一般都是来自四面八方的游客。因为临河临海，微风徐徐，在公园里散步也是非常惬意的。
155922295,2018.7.29 14:31,4,,吃喝玩乐好开心,新加坡是一个对于中国人来说，比较喜欢的旅游地方，起码饮食还是适应的。每次到新加坡，鱼尾狮都是必到的地方。&#x0A;2018年7月28日，傍晚的滨海湾热闹非凡，适逢新加坡国庆日排练活动，跳伞、礼花表演，还有随着飞机引擎巨大的轰鸣声，第一次感受F16从低空呼啸而过。&#x0A;最后一张是喷气飞机在空中划出一个心形。
155919054,2018.7.29 6:45,4,,维克多一只耳,新加坡最出名的景点之一，每年来自全球一百多万的游客都会专程造访鱼尾狮公园，与世界著名的鱼尾狮拍照留念。鱼尾狮是只鱼身狮头的虚构动物，它代表新加坡原本的名字，意味着狮子城，同时也象征新加坡在当今全球经济的力量。
155913575,2018.7.28 17:48,5,,_M13****0010,新加坡的标志，虽然去到你可能就认为就这样，但不去到的话就不算到新加坡！
155902750,2018.7.27 17:58,4,,带着檬宝去旅行,鱼尾狮这边的景点有鱼尾狮公园，金沙酒店，滨海花园还有摩天轮。如果安排的好的朋友应该把这几个景点排在一天，交通省事很多。其实新加坡很小。
155880964,2018.7.25 21:40,4,,爱爱李,鱼尾狮公园有着很标志性建筑，鱼尾巴狮子
155878309,2018.7.25 18:34,5,,M40****821,这只狮子比较小，但是是比较经典的一只，经常出现在新加坡的宣传里，毕竟是免费，而且对面晚上还有灯光秀看，值得一去
155787503,2018.7.21 20:20,5,,随心而至,鱼尾狮，新加坡的象征。在新加坡河的出海口处，浮尔顿酒店对面。&#x0A;&#x0A;&#x0A;建议傍晚时候来，白天和夜景都能欣赏到。&#x0A;坐水陆两栖鸭子船会可以水上过来看。&#x0A;&#x0A;对面就是金沙酒店，还能远眺摩天轮和“大榴莲”滨海艺术中心。
155791379,2018.7.21 11:38,5,,努力工作赚钱去旅游,值得晚上去，周围有很多免费可以参观的景点
155717826,2018.7.16 14:24,1,,_WeCh****995193,大家不要在携程上订票了，我在携程上定的机票，由于携程没有提示短信，导致误机，造成我们损失五千多元，服务实在是太差了
155702979,2018.7.15 12:23,4,,200****061,我们没进鱼尾狮像公园，是坐着小鸭船游览的！也不错！当时人比较多！
155689168,2018.7.14 7:50,5,,张老师,鱼尾狮像公园当然要去咯，但是人太多了，找个拍照的位置好难。第一次坐摩天轮，速度很慢，竟没有恐高感，俯瞰新加坡夜景，真是奢华富丽。有机会真要住一次金沙酒店，体验一下无边泳池！这里繁华的中心与香港的中环，上海的外滩十分相似，高科技聚集的地方……越发感受到自己的无知和微不足道，唯有努力奋斗！换一座城市生活，换一种视角看这个世界！
155645236,2018.7.9 23:19,4,,维克多一只耳,鱼尾狮是只鱼身狮头的虚构动物，它代表新加坡原本的名字，意味着狮子城，同时也象征新加坡在当今全球经济的力量。公园内设有两座鱼尾狮，一大一小，高的狮子口中喷出一股清水，汇入新加坡河中，是游客合拍的经典对象。
155563546,2018.7.9 17:35,5,,KS炎炎,新加坡鱼尾狮公园是来新加坡旅游必打卡之地，旁边还有f1比赛的赛道，每年庆典、庆祝新年这里都有活动哦，十分热闹。还可以乘坐观光船，景色一览无余
155559786,2018.7.9 12:35,5,,liyanbuct,鱼尾狮像公园是新加坡面积最小的公园，虽然说面积小，但是确实新加坡的地标，无人不知无人不晓，就在新加坡和河口，著名的鱼尾狮像，非常的赞，游客也十分得多，从口中喷射水柱，也是十分美丽的
155545770,2018.7.8 7:51,4,,小橘子妈,在新加坡河口上，矗立着一座“狮头鱼尾”喷泉雕像，它是新加坡的象征和标志。鱼尾狮公园也是新加坡面积最小的公园。新加坡有“花园城市”的美称。只鸡蛋花一个植物品种就有多种颜色呈现。
155531604,2018.7.6 19:54,5,,双攀贸易通天下,新加坡鱼尾狮公园位于美丽的新加坡河畔，鱼尾狮公园共有两座鱼尾狮，一座是在河边喷水的鱼尾狮妈妈，一座则是她身后的小鱼尾狮。据说鱼尾狮爸爸是在圣淘沙，他们是新加坡的象征，同时这里也是游客最集中的地方。因为这里向前可以观看金沙大酒店，向后则是新加坡的金融区，是新加坡城市景观最集中的地方。
155504969,2018.7.4 14:53,5,,湾仔枪神,知这一随便走，著名的鱼尾狮公园和金沙酒店就这样突然的进入我的视线【意料之外的相遇，真的又被美到，不愧是&#x20;新加坡&#x20;地标中的地标】，鱼尾狮公园其实很小，跟我想象中不太一样，让路旁的&#x20;菲律宾&#x20;小哥帮忙照了相就继续踏上寻找美术馆的道路。
155463332,2018.6.30 14:41,5,,Yannis_Yip,到新加坡，这个叫狮城的地方，不能不看看鱼尾狮，莱佛士坊地铁站&#x20;（RAFFLES&#x20;PLACE）&#x0A;大家都集中在大鱼狮，附近有座小鱼狮才是最早期的，表面覆盖上陶瓷鳞片。两座鱼狮都是雕刻家林浪新先生的作品。
155455863,2018.6.30 14:13,5,,E03****23,鱼尾狮公园是新加坡面积最小的公园，也是新加坡旅游的标志之一，除了鱼尾狮公园里有一座鱼尾狮身像外，圣淘沙里面也有一座，到这边来发发呆看看风景是挺舒服的。
155421248,2018.6.26 20:36,5,,湾仔枪神,乘船去的，顺新加坡河沿路欣赏新旧金融中心！
155402784,2018.6.25 8:22,4,,288****028,白天晚上风景都不错，但是人多。
155383875,2018.6.23 13:53,5,,200****590,新加坡之行很愉快，赏心悦目，白色鱼尾狮像婷婷玉立，很逼真，夕阳西下喷着水，与彩霞做伴，美不胜收，对面的极光秀表演把金沙酒店呈现的格外美丽，去新加坡的朋友不妨到此一游
155367845,2018.6.21 21:53,5,,小春8,鱼尾狮像公园人很多，可以看见金沙酒店和会展中心以及摩天轮。后面还有一个鱼尾狮宝宝。在公园里有个买冰激凌的据说榴莲味的是网红，我吃的芒果味，还行。
155345881,2018.6.20 10:39,5,,喵小乙,新加坡地标性建筑，到了新加坡必打卡。&#x0A;鱼尾狮公园适合下午夕阳西下的时候散步&#x20;拍照。&#x0A;人挺多的，可以坐鸭子船游览。
155313046,2018.6.18 13:36,5,,Shuying,虽然嘴上说的不理解某些人为啥每次去新加坡都会跑去看这么座石狮子表示不理解，但讲真鱼尾狮这座新加坡城标志性打卡建筑确实是怎么扰也绕不开的。毕竟新加坡城太小太小了，去星巴克喝杯咖啡或者约一顿海鲜大餐几乎首选就是这里了，毕竟好吃好喝有美景还是不负此行的。
155317456,2018.6.18 10:57,5,,小鱼的狗子,来到滨海金沙最有名的就是在市中心滨海湾那边的喷水的鱼尾狮妈妈了。每天都聚集了一堆人要和她合影。对面那幢标志性建筑就是金沙啦。很多人都在拍接水的照片，很有趣。
155105596,2018.6.1 22:13,5,,M41****336,新加坡市中心的公园，地方不大，但是有地标的建筑
155085637,2018.5.31 12:14,5,,tigerie,鱼尾狮像是新加坡的标志和象征，印象很深。
155067387,2018.5.30 0:35,5,,蓝色星球的行者,非常值得到此一游的公园，这是一个非常小的公园，就在新加坡河畔，福尔屯酒店对面，不过他却有个非常标志性的雕塑，新加坡的logo鱼尾狮，而且本人看法，这是最漂亮一个鱼尾狮了，周遭环境也非常适合取景拍照。
155048388,2018.5.29 15:34,4,,ccjccj,地标性景观，一大一小两只鱼尾狮，人很多。背后超多摩天大厦，蛮壮。
155031790,2018.5.27 12:11,5,,错了,去新加坡不去鱼尾狮公园，你好意思说来过新加坡么，反正这附近很多的看的，从金沙过去一路都是打卡之处，什么滨海花园，双螺旋桥。
155018420,2018.5.26 14:38,5,,320****987,鱼尾狮公园，不用说，新加坡的标志，周围聚集了很多新加坡著名的地标性建筑，拍一个接水的照片可能要个半小时吧，是去新加坡必打卡的一个地方，不容错过！
154953067,2018.5.21 23:10,5,,散落的玫瑰,新加坡的标志性景点，就在市中心，肯定要去看看。人很多。
154946612,2018.5.21 14:21,5,,TMTBJ,我第一次来到新加坡旅游。就选择在鱼尾狮像处照相留念。多年以后再去，还是有那么多的游人来游玩。新加坡这个地方气候宜人，旅游购物等都是挺合适的。
154932164,2018.5.20 13:26,5,,m90****93,新加坡的地标建筑，到新加坡必去之地，人很多
154905428,2018.5.18 13:30,5,,小鱼的狗子,鱼尾狮公园位于新加坡最繁华的地方，鱼尾狮是新加坡的地标建筑，没来看过这等于没来过新加坡，但说实话也就这个样子没有太多的感觉。但还是很值得来看看！
154899056,2018.5.17 23:51,5,,萨莱诺苏辙,鱼尾狮是新加坡人民心中神圣的一种动物，这么多年来见证了新加坡的发展。新加坡很多鱼尾狮，最大的还要数鱼尾狮公园里的这一只。
154895600,2018.5.17 21:03,5,,e****ye,很不错的晚上去看的，配上风光吹着风很舒服。可以看周围的夜景还有灯光秀，超级赞，对面就是金沙，每天晚上8点左右开始。还是很不错的。
154857838,2018.5.15 8:15,5,,138****2398,鱼尾狮公园是新加坡面积最小的公园，它位于新加坡河河口。著名的鱼尾狮像就坐落于此，这个矗立于浪尖的狮头鱼身像是新加坡的标志和象征。它后面还建有一座小鱼尾狮像与之相伴，与大鱼尾狮呼应，从口中喷射水柱。鱼尾狮的由来据当地人介绍，新加坡一共有4座鱼尾狮，公园里面的是妈妈和一个宝宝，在圣淘沙岛上那个是爸爸，另外还有一个宝宝在花芭山上。古代苏门答腊的一位王子曾在当地看到一只灵兽，很像狮子，于是他便把小岛命名为狮子城，而鱼尾狮的鱼尾造型则代表过去新加坡曾是一个渔港。
154848591,2018.5.14 15:00,5,,Mary_Kiky_Zhu,鱼尾狮像公园建有一条露天看台，看台上可以举办各种艺术表演和娱乐活动，游客可以走到鱼尾狮前面，合照留影纪念。
154827127,2018.5.12 22:39,3,,298****152,鱼尾狮像公园这边是游客最集中的地方去新加坡的人没有不去，这个地方的
154797389,2018.5.10 22:00,5,,fly_me_to_the_moon,下雨天来就为了随便看看到此一游，结果不下雨了啊哈哈哈～运气就是好！夜景还是很美的！和merlion合影也是很艰难…韩国人素质一塌糊涂…
154791772,2018.5.10 12:46,5,,_WeCh****880526,景色宜人，地标性建筑，旅游打卡必到！
154732827,2018.5.6 8:51,5,,蒂尔尼茨侯景,像外滩胜过外滩，景色好，空气新，灯光秀非常美！
154702108,2018.5.4 10:30,5,,mediya,虽然这里人多，但是风景超级美，海对面就是金沙，很漂亮。白天和夜晚风景不同，晚上能看到灯光秀。旁边有好吃的棕榈滩饭店，螃蟹大餐特别好吃，这家店也是上榜的。
154694121,2018.5.3 18:53,4,,136****5757,我们是中午去的，☀️很足，蓝天白云下的鱼尾狮很好看
154684894,2018.5.3 9:47,4,,shower915,新加坡的标志。当然人也非常多。
154668389,2018.5.3 2:58,5,,梁先森,旅游好去处，大家有机会可以去看看吧。
154680361,2018.5.2 22:47,5,,小鱼的狗子,鱼尾狮雕像作为新加坡的标志，坐落在鱼尾狮公园，金沙酒店的对面。金沙到鱼尾狮到滨海花园经过双螺旋桥很快就到了，所以这几个景点可以放在一天参观。夜景也是非常棒哦！
154625929,2018.4.30 6:37,4,,300****391,建议还是晚上来吧没有绿树很晒，拍张照就走了景色不错
154588134,2018.4.27 10:22,3,,樟Clematis,不大起眼的雕塑和广场，有负盛名。
154568276,2018.4.26 17:29,5,,134****8042,新加坡标志性建筑，必须去一下，各种摆拍，据说接水会发财，人很多，想照一张满意的还着实不容易，周边景色真心不错，美美的拍照吧
154543158,2018.4.24 12:17,5,,kknnss,新加坡标志性的地方&#x20;怎么错过呢&#x20;快来和鱼尾狮合影&#x20;接接财水吧&#x20;听说这一代是风水宝地哦&#x20;而且公园还能远望金沙&#x20;还能去买lady&#x20;m
154530185,2018.4.23 10:02,4,,维克多一只耳,公园内设有两座鱼尾狮，一大一小，是游客合拍的经典对象。公园周围还聚集了很多新加坡著名的地标性建筑，如滨海艺术中心、政府大厦、高等法院、维多利亚剧院、莱佛士铜像等，是徒步游览的不二之选。
154409868,2018.4.14 11:43,5,,名字是硬伤,城市景色很美，人不少，远处错位拍照挺好的
154400110,2018.4.13 16:10,1,,_WeCh****598050,一般般吧，看了图片就不太想去，价格也不便宜
154376509,2018.4.13 9:26,5,,独行舟,在这里能看到好多地标建筑，鱼尾狮，金融中心，金沙空中花园，金沙艺术科学博物馆，滨海艺术中心，圣安德烈大教堂，国家美术馆，旧国会大厦
154317631,2018.4.8 18:57,5,,yiy****ei,标志性建筑，总归要打卡。可以直接看到摩天轮和金沙酒店。白天去很热，住附近晚上走过去溜达是最好的。夜景也很赞的，广场上人还挺多的
154311992,2018.4.8 13:53,5,,错了,鱼尾狮公园整体说来没什么特别的，但是这座雕像是新加坡的标志，白天实在是没必要来，很热很热，晚上凉快一点了，再来灯光出来了，五颜六色的美许多。
154267712,2018.4.6 7:07,4,,Rae瑞伊小主,"【生活】180316【鱼尾狮公园】&#x0A;鱼尾狮塑像是来新加坡的游客必来观赏的景点之一,不看过这个塑像就不能算是来过新加坡&#x0A;塑像高8.6米,重达70吨,是由已故的著名工匠林浪新先生制作,主体为混凝土~&#x0A;听说用左手接水拍照会有好运气&#x0A;公园里还有另一个小型的鱼尾狮像,高2米,重3吨,表面覆盖有陶瓷鳞片,比起大塑像,显得小巧可爱&#x0A;隔水相望,可以看到有空中花园和无边泳池的金沙酒店"
154212300,2018.4.2 9:04,5,,小鱼的狗子,著名的鱼尾狮像坐落于市内新加坡河畔鱼尾狮公园内，是新加坡的标志和象征。塑像由雕刻家林南先生和他的两个孩子共同雕塑完成，据说以前被雷打坏过，后来修复好的。
154166482,2018.3.30 6:23,5,,RAYMOND勇,飛澳州珀斯在新加坡短暫停留轉機，來到新加坡地標魚尾獅參觀，機埸過來約半小時，景色不錯，留意早上7點15分，魚嘴才開始出水。
154158218,2018.3.29 15:28,4,,okeith,鱼尾狮公园Merlion&#x20;Park是新国地产之一，因著名景点鱼尾狮雕像而命名，在这可以看吐水，晚上雕像的魔幻灯光，还可以隔湖远眺新地标滨海湾金沙大酒店。
154149553,2018.3.28 20:40,3,,summer139771,不花钱的广场，我们从金沙商场坐游船过去，6新币，拍照的人很多
154131495,2018.3.27 20:12,5,,散落的玫瑰,免费的经典，有人很多，就在市中心的公园里，紧贴海边。
