content,date,id,score,title,uid
所以，等孩子大点再来，一定一定要买快速票,2019-04-06 20:52,158305395,5,,委员长大人
赶上下雨，没玩到几个项目，适合小孩的不是太多，最好买快速票,2019-04-06 20:51,158305801,5,,委员长大人
不错哈，好好玩，就是排队人太多了，好热啊,2019-04-06 20:24,158305982,5,,小火火
很有科技感，变形金刚最好玩，法老过山车太可怕...,2019-04-06 19:27,158305545,5,,小豪Pig
VIP快速通道票非常给力，快速通道平均排队五分钟。带孩子，省去了排长队的时间。非常好，墙裂推荐。,2019-04-06 17:45,158302760,5,,1979的拉菲
很好。使用起来很方便，扫码直接进园即可。,2019-04-06 12:53,158296707,5,,ohoSakii
很好的地方，游戏很好玩，可以再来,2019-04-06 11:51,158298027,5,,小桃C_C
Express还是很有必要的，特别是新加坡这么热的天气，带孩子省心省时省力,2019-04-06 08:34,158293398,5,,202****588
买好了VIP票，早上出发到了园区开始玩项目，一直玩到了闭园时间，建议大家早到可以玩一天。没有洛杉机的大，游乐设施也不是很多。,2019-04-06 06:04,158293074,4,,董礼文鸳
袖珍型，乐趣大，在乎你自己的心情,2019-04-06 00:44,158292950,5,,善良的蛇
非常棒，带孩子来旅游一定不要错过！,2019-04-05 21:30,158289497,5,,M21****461
还真的不错&#x20;大人孩子都挺适合的，就是人流多的时候挺闹心的,2019-04-05 15:53,158284702,4,,aloha
超级喜欢玩的场所&#x20;希望能全部打卡成功,2019-04-05 12:12,158283840,5,,Niki
这个地方是新加坡旅游性价比最高的地方，香格里拉酒店很好，吃住方便。环球影城里面的设施很好玩，老少皆宜。,2019-04-05 08:51,158282941,5,,202****792
非常值得一去的环球影城。木乃伊，变形金刚，意犹未尽。,2019-04-05 06:11,158280260,5,,lkm50347鸣哥
直接去的游乐园，就是上次去的时候，门口的糖果屋装修,2019-04-05 01:27,158280723,5,,小四1987
人很多&#x20;&#x20;&#x20;但是项目也很多&#x20;&#x20;&#x20;很好玩&#x20;&#x20;&#x20;孩子玩的很开心&#x20;&#x20;&#x20;推荐变形金刚主题馆&#x20;&#x20;&#x20;&#x20;很刺激很好玩,2019-04-04 20:12,158277433,5,,金钟罩铁布衫
真心不大，但是暑假去的除了变形金刚排队都不算太长，性价比不高是因为新加坡消费太高，总之娃玩的很开心,2019-04-04 17:24,158276639,4,,139****3424
一大早排队人实在太多，漂流停止了也没通知一直等，5D不错，值得一去，价格再低点就更好了,2019-04-04 14:58,158274322,5,,eric杨杨
挺好用的，挺好用的，挺好用的，挺好用的，挺好用的，挺好用的，挺好用的，挺好用的，挺好用的，挺好用的！,2019-04-04 13:17,158273758,5,,M22****083
挺好用的，挺好用的，挺好用的，挺好用的，挺好用的，挺好用的，挺好用的，挺好用的，挺好用的，挺好用的！,2019-04-04 13:16,158272975,5,,M22****083
这次买了vip票，有工作人员全程带你走后门，其实买的时候确实觉得小贵，但实际用下来庆幸当时买了，首选约了12点的场次，提早半小时到vip接待室，我们三个早到了，想着拿好票自己先进去逛逛，结果到了贵宾室又是饮料又是零食，手续全办好，一位美丽**姐就说可以开始行程了，这时就我们三个，太幸运了，等于是专属服务了，贵宾之旅就此开启，除了所有项目全程不排队外，还有纪念徽章，每人25新币的餐饮券，，每人一张快速通行票免费儿童推车，凭贵宾门票购物享9折，五小时的行程，就餐时间不算在五小时内，带小朋友真的是太方便了，我们那天要35+的气温，排队太消耗体力了，还可以单独和变形金钢小黄人拍照，超好玩，小朋友五岁，进门前测了身高，除了三个最刺激的过山车身高不达标外，其余项目一个没少，统统玩到，觉得好玩的还可以二刷三刷，只要在服务时间内，即使过了五小时不是还有快速通行票么，可以走优先通道，所以也能省很多时间和精力，每人25的餐券也够你吃饱了，乐园很小，但有几个项目还蛮好玩的，印象最深的是变型金钢3D体验，太震撼了，如身临其镜，芝麻街那个也很好看，如置身星空，侏罗纪的漂流是会弄湿的，还好贵宾票有提供雨披，不然还要另买或自备，也省下一笔开销，总之带小朋友的话强烈推荐，这次很幸运还碰到中文导览，全程沟通没障碍，个人觉得这钱花得还是值得的,2019-04-01 17:30,158250954,5,,宝贝哈尼
物美价廉方便，取票迅速，新加坡适合亲子游,2019-04-01 16:29,158249492,5,,安an
挺不错的，性价比很高，赞赞赞赞赞,2019-03-31 23:03,158245389,5,,288****976
挺不错的，性价比很高，赞赞赞赞赞,2019-03-31 23:02,158246741,5,,288****976
非常好玩，非常刺激，订票真的方便。环球过山车非常爽。变形金刚也不错。环球环境卫生管理好。吃的也不错。,2019-03-31 19:59,158243220,5,,_WeCh****60156
第一次去新加坡的环球影城，最大印象就是干净！新加坡真是一个干净到神奇的地方…走在路上连树叶都很少见！另外环球影城跟外面吃饭的价格基本没差…甚至比外面还便宜性价比高！推荐侏罗纪世界的主题餐厅…真不错。,2019-03-31 12:38,158242225,5,,眼泪琥
很有意思，还有表演，带孩子的好去处！,2019-03-31 00:51,158237605,5,,M50****045
园区不大，设施还可以，环球影城刺激项目比较少，适合小朋友，买了快速通道票，不用排队，节省时间，变形金刚没有想象中好玩。,2019-03-30 23:54,158239052,5,,菜花卷儿
园区不大，游乐设施还可以，比较适合小朋友，刺激的项目比较少，买了快速通道卡，不用排队节省时间，变形金刚没有想象中的有意思。,2019-03-30 23:51,158238964,5,,菜花卷儿
到新加坡必去的景点没有之一……,2019-03-30 16:42,158234403,5,,Mary8968
很好，就是有点小，&#x20;下次去大阪的环球影城,2019-03-30 14:05,158232697,5,,Pride
出票速度很快，下次继续光顾...,2019-03-29 22:12,158231944,5,,286****119
直接手机扫码，方便又好玩！！！,2019-03-29 21:14,158229179,5,,M28****5802
新加坡环球影城新加坡最值得去玩的地方，在这里基本上可以找到所有好莱坞大片中的模型，玩的人很多但是园内的员工显得很专业处理的井井有条排队很有秩序。,2019-03-27 20:20,158214346,5,,M515shunyi1618
在新加坡环球影城，和世界知名电影肩并肩&#x20;新加坡虽然没有很广阔的面积和自然资源，但是绝对是娱乐产业的翘楚，新加坡环球影城就是其中最值得体验的乐园！这里是东南亚首个且唯一的环球影城主题公园，多达24个景点和过山车中，其中18个是专为新加坡环球影城独家设计修改打造，充满了风情和独特性。即便去过日本、美国等环球影城，也绝对会在这里找到新鲜感。&#x20;说到环球影城的游艺设施，这里有世界最高的双轨过山车，有史瑞克的遥远王国城堡，有好莱坞剧院观赏另类的摇滚演出等。&#x20;我最难忘的是“梦幻好莱坞”&#x20;盛大巡游，各种环球影业中的演员栩栩如生的走进现实，让人异常兴奋，他们友好的与我合照，充满了欢乐和魔幻！&#x20;拍照小贴士：地球是必须打卡的，好莱坞城很适合拍照，木乃伊当然也不可错过。,2019-03-26 21:57,159046802,0,,刘鲸鱼
有了快捷票畅通无阻，享受不用排队的乐趣，很多刺激的都玩了，值得买,2019-03-26 09:05,158202743,5,,kikitian
比预期的差，可玩的项目排大长龙,2019-03-26 01:00,158201842,3,,203****936
很方便，直接二维码入园，不用排队,2019-03-25 23:37,158200786,5,,gra****128
好玩，路上还有变形金刚互动，过山车实在不敢坐,2019-03-25 22:13,158200083,5,,M25****1055
快速票是必须要要买的，之前看攻略说平时人比较少，可以不用买快速票。事实证明必须买，我是周一去的，人很多，像变形金刚、侏罗纪公园没有快速票基本要拍1个小时。&#x0A;携程的票很好，虽然比**的稍微贵点，但是好在不用到那换票。方便很多。用起来也很方便，手机或者打印出来都可以。,2019-03-25 18:09,158198101,5,,doudou-xu
很棒的一次体验，去新加坡购买门票很方便，适合全家人一起出去玩,2019-03-25 14:48,158197935,4,,LuckQueen
非常好，很快很方便，而且价格也比现场买便宜，推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐推荐,2019-03-25 13:36,158197154,5,,scarlett zhou
过完春节选择了错峰出游，但还是高峰，新加坡环球影城人很多，圣淘沙很大很好玩儿，环球影城就在圣淘沙里面，建议小伙伴们儿还是要住在圣淘沙一晚，如果只是一天行程会很赶，一些晚上的项目欣赏到，环球影城还是不错的，值得带孩子来玩儿，有机会下次还会再来，一定时间充分些。。？,2019-03-24 23:42,158193480,4,,温馨自在
环球影城比上海迪士尼要小，游玩的项目也不是特别多。但是优势在于人数比国内的大型游乐场少，我们大半天基本把所有能玩的项目都玩遍了。里面的服务人员的服务态度都很好。玩的很开心！,2019-03-24 20:04,158193821,5,,龚庆杰
白赚的，换了一堆饮料，很不错哦,2019-03-24 07:13,158188058,5,,E19****557
周五的人也很多啊，侏罗纪漂流，变形金刚确实很不错，木乃伊没有想象的好玩,2019-03-24 07:13,158187764,5,,E19****557
其实新加坡真的是很小的，像环球影城，这种景点虽然不大，但是设计的真的是非常不错，而且非常多的形式艺术感。我很喜欢中国的特色的一些设计。,2019-03-23 22:31,158186738,4,,M12****508
新加坡是一个非常好的地方，和家人一起去的，风景秀丽,2019-03-23 22:07,158187225,5,,老马旅途
感觉一直在玩各种过山车，大的，小的，非常刺激的，比较缓和的，挺带劲的。,2019-03-23 21:44,158186340,5,,ljfrose
有了快捷票，玩各个项目，真的是非常快啊，不用等，能有时间多玩几次，最后是累的玩不动了,2019-03-23 21:35,158183518,5,,ljfrose
取票非常方便&#x20;&#x20;&#x20;我们一行非常兴奋&#x20;&#x20;小家伙们一起看新加坡夜景&#x20;&#x20;夜景真美啊,2019-03-22 08:15,158173884,5,,shirley
取票非常方便&#x20;&#x20;&#x20;我们非常兴奋&#x20;&#x20;小家伙们一起看新加坡夜景&#x20;&#x20;夜景真美啊,2019-03-22 08:14,158173583,5,,shirley
比迪士尼好玩&#x20;缺点是太小&#x20;淡季的话半天时间就可以玩完一圈了&#x20;,2019-03-22 00:05,158172184,5,,M28****1913
影城不大，可以较充分的游玩。推荐1.变形金刚，是高科技视觉效果的产品，非常逼真，最具技术含量。2.未来水世界，演员特技表演惊险刺激精彩纷呈，飞机摩托也来真格的，很有诚意。3.史莱克告诉你什么了真正的3D。,2019-03-21 21:48,158171655,5,,159****1317
&#x20;2019.03.20&#x0A;&#x0A;一个人来到游乐园，度过了孤单而快乐的一天。小时候是多么想快点长大啊，现在只想回到小时候…羡慕手里拿着巨大棉花糖的孩子，露出一脸纯粹幸福的笑。&#x0A;&#x0A;游乐园里游客比我想象的还要少，有些游玩项目甚至不用排队。这让我一个来自江浙沪擅长排队的girl有点不适应，因为都没时间思考到底要不要玩…直接就轮上了，胆小畏缩的机会都不给。&#x0A;&#x0A;主题区域&#x0A;&#x0A;新加坡环球影城没有Harry&#x20;Porter，但芝麻街➰小黄人➰木乃伊➰史莱克➰侏罗纪➰Transformers这些也足够玩上一下午了。&#x0A;&#x0A;好好玩和好好拍照好好录视频看起来不能共存，我也会在网上看网红拍玩乐视频，觉着或许没玩好，不够尽兴的。而我，一个穿着牛奶妹妹T的老girl，一头扎进了游乐场，玩的可高兴了。&#x0A;&#x0A;热极了，买了只冰椰子，小椰子还配了把小勺可以挖着椰肉吃，游乐园里的食物完全不贵，一只椰子一只冰淇淋才10元。&#x0A;&#x0A;最喜欢的，是影城里的爆米花车，冰淇淋车和杂货车，无论买不买，车里的小哥哥都会冲着你露出大大的笑，真甜。,2019-03-21 21:21,158172632,5,,露小姐爱旅行
&#x20;2019.03.20&#x20;&#x20;一个人来到游乐园，度过了孤单而快乐的一天。小时候是多么想快点长大啊，现在只想回到小时候…羡慕手里拿着巨大棉花糖的孩子，露出一脸纯粹幸福的笑。&#x20;&#x20;游乐园里游客比我想象的还要少，有些游玩项目甚至不用排队。这让我一个来自江浙沪擅长排队的girl有点不适应，因为都没时间思考到底要不要玩…直接就轮上了，胆小畏缩的机会都不给。&#x20;&#x20;主题区域&#x20;&#x20;新加坡环球影城没有Harry&#x20;Porter，但芝麻街➰小黄人➰木乃伊➰史莱克➰侏罗纪➰Transformers这些也足够玩上一下午了。&#x20;&#x20;好好玩和好好拍照好好录视频看起来不能共存，我也会在网上看网红拍玩乐视频，觉着或许没玩好，不够尽兴的。而我，一个穿着牛奶妹妹T的老girl，一头扎进了游乐场，玩的可高兴了。&#x20;&#x20;热极了，买了只冰椰子，小椰子还配了把小勺可以挖着椰肉吃，游乐园里的食物完全不贵，一只椰子一只冰淇淋才10元。&#x20;&#x20;最喜欢的，是影城里的爆米花车，冰淇淋车和杂货车，无论买不买，车里的小哥哥都会冲着你露出大大的笑，真甜。,2019-03-21 21:14,159043141,0,,露小姐爱旅行
适合小朋友去的不错的地方，推荐去此地,2019-03-21 07:17,158163884,5,,bee****926
适合小朋友去的不错的地方，推荐去此地,2019-03-21 07:16,158164140,5,,bee****926
大部分景点为世界级的首创亮点或是特地为新加坡量身定造的,2019-03-21 07:07,158163687,5,,小眼镜张
全程导游陪同，预约到了增加的十二点档，只有我们一家，简直是私人服务。由于小朋友身高受限，很多项目都玩不了，但是所有参与项目都不需要排队，看节目表演时还优先选位，尤其是水世界还是在VIP看台，吹着冷气，喝着水看完全场，服务人员还帮忙预定就餐位，安排童车，以及预约出租车，粉丝见面会也是各种特殊待遇。还有每人25元的就餐券，除了星巴克所有餐点都能用。预订的时候真的觉得贵，可是整个过程非常流畅，用最短的时间基本游览了全园，从时间成本上来说是极其划算的，如果家里孩子比较大，真的是强力推荐。VIP还有商店购物的九折优惠，最后还有一个金色优先通道手环（只有VIP尊贵之旅的客人有这个颜色的手环），等五小时导览结束后还能把之前觉得不错的项目在不用排队的情况下玩到吐。非常期待2020年在北京开的环球影城，一定要保持有这样的完美服务啊！,2019-03-20 23:59,158163120,5,,M31****4310
适合小孩子玩，好玩的项目排队基本在45分钟以上，玩一天足够了。,2019-03-20 21:19,158162563,5,,Catherine_chen
适合小孩子玩，好玩的项目排队基本在45分钟以上，玩一天足够了。,2019-03-20 21:18,158162856,5,,Catherine_chen
取票在地下室，其他还好，联系购买快速通行，不然排很久,2019-03-20 20:22,158162293,4,,183****9729
很好，孩子去玩有些不能玩，总体优秀,2019-03-20 18:05,158161275,5,,_WeCh****91710
票价不便宜，但是狮城消费水平本来就高，所以还是一个不错的景点,2019-03-20 17:16,158161621,5,,to****128
如何在环球影城拍出可爱又好玩的照片呢！（新加坡环球影城篇）&#x20;第一，首先你得放的开，你看我一个大男孩都能如此放肆又是跳又是笑又是扭的！&#x20;第二，找可爱的大型雕塑合照，环球影城里最不缺各种卡通周边的雕塑了，最惹人爱的当然是小黄人，虽然新加坡环球影城没有小黄人的主题园区。&#x20;第三，找纪念品店，不同的主题区会有不同系列的周边，很多周边特别可爱，有头箍有水壶有玩偶等等，很多都适合用来拍照。&#x20;第四，和卡通人物合照，环球影城里经常会有周边人物巡游的时候，这个在迪士尼也是一样，如果你有喜欢的角色可以提前查到时间做好准备，如果没有就随性一点吧，反正与周边人物的合照又去又值得留念。新加坡环球影城的有马达加斯加、变形金刚值得合影。&#x20;第五，找大型建筑，我的这张照片是在史瑞克城堡，其他还有木乃伊，双轨过山车等等。&#x20;那么，你记住了吗？,2019-03-20 09:37,159067487,0,,菜菜子Joe
方便，超级方便，刷图片进入乐园,2019-03-19 12:50,158148485,5,,158****8863
非常方便，性價比高，掃描QRcode可進入，快捷，會與朋友分享一下這樣的體驗,2019-03-18 21:50,158145833,5,,M25****6551
可能亲子游更适合点，我这次是带老妈到新加坡，老妈不敢玩，我也不敢玩。所以所有的刺激项目都没有玩，不过看别人玩也是一种乐趣。,2019-03-18 20:29,158145243,4,,麝香豌豆儿
很方便，直接扫码入园！价格比现场便宜！,2019-03-18 17:21,158143796,5,,小燕子
新加坡环球影城虽然不是特别大，但是游客体验还是很不错的。变形金刚体验很给力，感觉很身临其境。在游客安全方面，场内也都是提示很到位。马达加斯加板块也挺好玩的，当中会有一个水幕，挺爆笑的，其他就不多剧透了，哈哈。总之，去圣淘沙的话，还是要去一下环球影城～,2019-03-18 14:47,158142780,5,,希比奥爱旅行
值得一去，非常好玩。为数不多的刺激游乐项目，这里都有。&#x0A;可惜排队的人太多，建议尽早到园游玩。,2019-03-18 14:18,158142490,5,,年乐Michael
3&#x2F;13一早买了两张成人票，**发给我的电子票尽然有一张已经在去年12&#x2F;8被使用过了！进园的时候扫出来是过期用过的，坍台啊！当场售票处再买了张票进去的************,2019-03-18 00:11,158139527,1,,仁仁妈妈
一次購得環球影城和濱海雙溫室花園電子票卷真的很方便，不須額外花時間排隊兌換實體票卷，持手機憑證掃碼就可進入。票價當然也是比現場購買划算許多，可以把省下的費用另外購買紀念品帶回家留念。,2019-03-17 22:03,158138837,5,,_WeCh****658477
园区虽然小，但是体验感超好，尤其是变形金刚馆，简直想要进去无数遍,2019-03-17 19:13,158136875,5,,M28****2798
好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,2019-03-17 17:06,158135825,5,,FireXX
不错，玩的挺开心，值得去，晚上人就少了~,2019-03-17 13:53,158134469,5,,Lucifer
很不错，值得一去，价格也还可以,2019-03-17 13:52,158134468,5,,Lucifer
第一次去这种游乐场，感觉细节上很精致，而且还蛮震撼的，就是天太热了，应该早点去买一票通的，不然排队时间太长，来不及玩完,2019-03-17 11:49,158133562,5,,M82****50
感觉非常适合带着全家一起去玩啊！空气清新干净，人文情怀超赞，玩的开心舒坦！下次一定还要再去玩，还要多住几天呢。,2019-03-17 01:01,158128805,5,,拉芙琳白起
还不错&#x20;照比日本的要小很多&#x20;但真心挺好的&#x20;孩子玩的也挺开心的&#x20;虽然没有小黄人&#x20;但是也足够经常了&#x20;&#x20;&#x20;,2019-03-16 23:39,158131436,4,,斌哥
在新加坡的环球影城，普通的热门项目正常等待时间基本都是60分钟以上，人太多了,2019-03-16 20:38,158130237,5,,小眼镜张
三月这个时间应该算旅客少的时候，环球影城里的项目基本都不用排队。只是天气有点热。,2019-03-16 14:34,158126415,5,,maodou214_214
孩子们的世界，晕车的人里面项目都不能玩，景色也挺好,2019-03-16 07:03,158124503,4,,_WeCh****909519
好玩，一天都不够，有些都放弃了，比较热门的是变形金刚，水上漂流，过山车。变形金刚去了两次，就是坐在轨道车上然后在几块屏幕间切换，戴上4D眼鏡很真实，一进园先冲去玩了，然后就开始兴奋了，哈哈，后面的木乃伊那是个小型过山车，不敢去玩双轨红、灰过山车的，可以先去试试木乃伊。其他的见面会、街头表演可以看好时间去。另外快捷票可以看情况再买，3月份周二去的，沒买快捷，只有漂流那排了最久50分钟，大概下午兩点到那，是高峰期，下午5点走过变形金刚，竟然人都沒有，坐上车还等了一下才凑了兩排人。水上漂流会湿水，三个位子一连，两侧的会湿一些，也不用买雨衣的，天气热，一会就干了，门口有收费全身烘干房。注意鞋子就好，最好把脚竖着，水不会灌进鞋子。,2019-03-15 21:09,158122343,5,,300****564
大小都有的玩，但是过山车和木乃伊小朋友应該要122以上，上午人很多，一进园，先去排了变形金刚，大概15分钟，头一天打算买快捷票的，网上买不到第二天的，打算去现场买吧。结果进去玩了变形金刚就忘了，因为好多都沒有排多久，后来只有排漂流花了五十分钟。庆幸沒买，三月份，周二去的，人不算多，现场快捷票比携程网上便宜。下午五点多，去了过山车，排了十分钟，路过变形金刚，竟然沒人。下午大家都玩不动了，带小朋友去了几个见面会结束。,2019-03-15 19:15,158122473,5,,300****564
套票很方便，省去很多购票的麻烦,2019-03-15 17:18,158120088,5,,300****550
套票很方便，省去很多购票的麻烦,2019-03-15 17:17,158119992,5,,300****550
套票很方便，省去很多购票的麻烦,2019-03-15 17:17,158120086,5,,300****550
和家人玩了一整天，非常开心孩子说，下次假期还想再来玩，很棒的体验,2019-03-15 17:15,158120341,5,,300****550
在新加坡环球影城，身历其境，体验电影！&#x20;新加坡环球影城拥有多项顶尖独特的游乐设施与景点，融汇电影主题的崭新项目及表演，其中包括：鞋猫剑客历险记、太空堡垒卡拉狄、变形金刚3D对决之终极战斗、侏罗纪河流探、芝麻街之意大利面太空战等！&#x20;环球影城24个景点和双轨过山车等项目中，有18个专为新加坡设计，全球独有的游乐项目，包括科幻影集太空堡垒(Battlestar&#x20;Galactica)为蓝本，高度达42.5米的双轨过山车；以及拥有3500个观众席、全球最多座位的未来水世界剧场等各种游乐项目。&#x20;&#x20;门票：76新币，快速通行卡需额外购买，一次性快速通行卡30新币，无限次快速通行卡50新币。&#x20;开放时间：10:00-19:00,2019-03-15 17:06,159023518,0,,麻小薯
环球影城还是很不错的，比较有特色，过山车很刺激,2019-03-15 12:36,158117814,5,,_WeCh****43144
非常不错的游乐园，有环球家的IP加成，项目也比迪士尼好玩太多。,2019-03-15 09:50,158117639,5,,VerneShi
带着孩子很方便，一路畅通，不用排队,2019-03-15 09:16,158117077,5,,118****249
新加坡环球影城&#x20;来到新加坡的第三天，终于如愿以偿的来到了期待的环球影城。和迪士尼风格不同的是，一进门就被标志性的过山车轨道吸引。八月也心生向往，但无奈身高不够只能放弃。不过另一个热门变形金刚确实让我们体验了一把亲身经历变形金刚电影的打斗场景。感觉和擎天柱，大黄蜂一起战斗还是很过瘾哒。八月也是全神贯注，没有恐惧。之后又玩了几项不限制身高的游乐项目，去了所有经典场景。最幸运的是，喜欢的大黄蜂真人秀和小黄人真人秀都成功打卡。基本没有遗憾。而且这个季节又不是周末，玩的总体还算顺畅。偶尔排队也比迪士尼好很多。虽然天气热，但是八月和Grace小童鞋从头到尾没用抱着，没有叽叽歪歪，满头大汗也乐在其中，只是，小孩子们对拍照真的是配合无力[偷笑]。没办法，遇到两个爱折腾的麻麻也只能咬牙坚持[捂脸]。十点开门，九点半到，在园外标志物打卡拍照后没用排队顺利入园，在这里告诉大家，只要手机可以打开PDF，就不用换票，在携程定电子票直接手机刷入园哦。很方便。基本可以用支付宝，有些地点直接收现金（新币）。但即使没有也无妨，基本都是卖饮料的小店呢。还有一点小感动，在每个排队的中间，都设置直接饮用水哦，以免天气闷热脱水,2019-03-15 06:46,159104958,0,,M24****0423
✨新加坡&amp;#183;环球影城✨&#x0A;必打卡❗️&#x0A;进入了另一个奇幻又可爱的世界&#x0A;真的是从早嗨到晚，真的值得！里面不是一般的大，玩儿惯了北京欢乐谷的我回来之后就不屑再去了哈哈哈~&#x20;&#x0A;有些超赞的项目要早点儿去排队哦！玩儿了好多，但让我印象很深的是一个室内“过山车”，超爱坐过山车的我感觉一切都在意料之中，但没想到恐怖气氛杠杠的时间还不短，其中还有一段是车突然停下向后倒，简直不能再爽了！而且我坐了两遍！推荐你们可以找到它哈哈！里面的主题区域很多，表演也很多（注意时间别错过）。&#x0A;感觉里面的每一个人都有用不完的热情，玩儿累了就慢慢的在好莱坞大道上溜达溜达吃点东西，晚上的夜景也别错过哦~&#x20;总之一天下来累到腿断是真的，但开心放松也是真的。,2019-03-14 23:09,158116059,5,,Queenie劉
孩子很开心&#x20;很多适合孩子****************************************************************************************************************************************************************************************,2019-03-14 17:40,158113719,5,,M23****8034
这次的环球影城真的是新加坡之旅中最最失败的一个景点了，一个项目排了45分钟眼看就要排到了结果说天气原因项目停了，另一个项目排了20分钟说是设备故障项目又关闭了，想看看表演吧，到了预定的表演时间它表演说延迟就延迟了，总之真的是一言难尽，感觉一千多块钱的门票太不值了，绝对不会再来第二次,2019-03-14 17:25,158114170,3,,M63****68
新加坡环球不大，木乃伊依旧是经典,2019-03-14 16:11,158111955,5,,M20****826
挺好玩的，可以玩儿一天，个别地方排队太久，比如过山车,2019-03-14 15:34,158113427,5,,_WeCh****43144
孩子六岁了，能玩很多项目，人最多的变形金刚也是排队最久的。不过真的值得一看。值得一去，其他项目人都非常少，不晒，比起上海的迪士尼环境好太多。孩子回来还闹着要去。也不需要FP的票，感觉除了变形金刚这个项目，其他都没怎么排队。,2019-03-14 11:24,158112031,5,,西希腊章邯
孩子六岁了，能玩很多项目，人最多的变形金刚也是排队最久的。不过真的值得一看。值得一去，其他项目人都非常少，不晒，比起上海的迪士尼环境好太多。孩子回来还闹着要去。也不需要FP的票，感觉除了变形金刚这个项目，其他都没怎么排队。,2019-03-14 11:23,158111585,5,,西希腊章邯
孩子六岁了，能玩很多项目，人最多的变形金刚也是排队最久的。不过真的值得一看。值得一去，其他项目人都非常少，不晒，比起上海的迪士尼环境好太多。孩子回来还闹着要去。也不需要FP的票，感觉除了变形金刚这个项目，其他都没怎么排队。,2019-03-14 11:22,158111483,5,,西希腊章邯
孩子六岁了，能玩很多项目，人最多的变形金刚也是排队最久的。不过真的值得一看。值得一去，其他项目人都非常少，不晒，比起上海的迪士尼环境好太多。孩子回来还闹着要去。也不需要FP的票，感觉除了变形金刚这个项目，其他都没怎么排队。,2019-03-14 11:21,158112135,5,,西希腊章邯
环球影城最吸引小娃的就是芝麻街的50周年庆，大门口就是巨大的艾摩，进去的大道都是芝麻街人物的雕像，先去玩了艾摩太空飞行，然后去坐了马达加斯加的探险船，回到艾摩那里画了花脸，然后体验了晕晕的大黄蜂能量转碗，最刺激的也是排队时间比较长的侏罗纪漂流。中午太热，就先回酒店了，出门的时候找漂亮姐姐盖了一个章，到时候还可以进来玩。,2019-03-14 07:08,158110456,5,,小腰gaga
新加坡环球影城的知名度很高的，去之前就搜集了一些攻略，这里的景点都是各自精彩，其中的双轨过山车，一人坐着，另一人悬挂着，彼此在高空中擦身而过，非常惊险刺激。,2019-03-13 14:36,158106649,5,,Mary_Kiky_Zhu
携程订票很方便，去的时候打印出来，直接扫条码就可以了,2019-03-13 08:11,158104583,5,,139****3944
很好，订票方便，讲的不错。。。,2019-03-13 07:29,158104566,5,,631****498
新加坡主打经典，必须打卡，孩子四岁半只有两三个不能玩，其他都玩了，过山车都玩好几次，很开心,2019-03-13 00:05,158103896,5,,_WeCh****586729
好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评,2019-03-12 21:09,158102865,5,,walkwinds
好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评,2019-03-12 21:09,158103229,5,,walkwinds
好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评,2019-03-12 21:08,158102953,5,,walkwinds
我在里面玩了两圈，因为是一个人，所以single特别方便。各种演出都很精彩。和各种卡通合影，还有芝麻街。买了①瓶水，杯子是环球影城的，作为纪念。,2019-03-12 12:39,158099630,5,,_WeCh****58030
环球影城的游客超级多的&#x20;要排队很久的,2019-03-12 11:08,158098867,5,,sunnycccc
设施不错，有几个项目很经典值得，建议买快速票，不然一个小时都玩不了一个项目,2019-03-11 22:55,158097423,5,,138****0819
3月份去，淡季，人很少，几乎都没有任何排队，除了几个宝宝不能玩的刺激项目，其余的我们都玩了，比我想象中好，特别是4D电影,2019-03-11 21:57,158093679,5,,长睫毛阴晴不定
环球影城其实不大，建议开门就去，逆时针玩，变形金刚，太空堡垒过山车，埃及木乃伊，侏罗纪漂流，未来水世界表演，马达加斯加等主要项目！,2019-03-11 20:58,158096210,4,,爱吃西红柿的荷兰猪
价格有点小贵，总体感觉不错,2019-03-11 15:39,158093803,5,,M15****771
很好玩，下一次全家还会去哪里玩。,2019-03-11 15:38,158093912,5,,M15****771
很好玩，木乃伊&#x20;变形金刚推荐。。,2019-03-11 11:10,158092836,5,,_WeCh****973817
新加坡环球影城坐落于全球投资额最高、内容最丰富的顶级家庭旅游目的地圣淘沙名胜世界之内，其将推出24个过山车和景点，大部分景点为世界级的首创亮点或是特地为新加坡量身定造的，堪称环球影城的又一鸿篇巨制,2019-03-10 16:52,158087303,5,,沐沐汎
"very&#x20;good&#x20;experience,&#x20;must&#x20;go.&#x20;&#x20;&#x20;非常好玩",2019-03-10 15:14,158086416,5,,E49****578
非常值得推荐，朋友一起玩或者带老公孩子都很值得去的。新加坡环境很好、玩的开心。吃也是不错的地方。,2019-03-10 12:50,158086228,5,,_M15****5000
取票方便，环球影城很好玩，哈哈哈,2019-03-09 22:50,158083833,5,,柚子801
排队人量还是可以接受的，热门项目相对较久，就是游戏时间太短，需要多来几次。,2019-03-09 19:35,158081820,5,,cnkksee
儿子和老公很喜欢，说变形金刚和木乃伊很好玩，有机会会再去。,2019-03-09 16:51,158080509,5,,_m13****9879
