id,uid,title,score,date,content
,,"So informative, relaxed and insightful",4.0,,"We found the refreshing strategies used to convey the story of Singapore very colourful and easy to follow. They are justly proud of their achievements, their inclusive society and anxious to share their goals and experiences of their journey in a way that is appealing to all ages. It was a great day and their use of the space excellent. Staff very helpful"
,,Always learn something,4.0,,"I have visited this Museum a number of times and while there is a slow turnover of the exhibitions, there is always something to learn and admire."
,,"A great explanation of the ""Singapore Story""",5.0,,"Singapore's history - for such a small place in world terms - is remarkably varied. From the Malay princes through to Chinese traders, Indian migrants, Stamford Raffles, two World Wars, a brief union with Malaysia and the shiny modern metropolis of today, there's a lot to take in. Thankfully, the National Museum does a very good job of this.

The main gallery is the absolute key here. It starts with pre-history and gradually steps the visitor through every important piece of the story, with good amounts of focus on the key players - Raffles, of course, but also figures of high local importance like Tan Tock Seng and Omar al-Junied, who perhaps aren't as well-known outside of the island.
As well as the customary collection of exhibits behind glass, there are also some audio-visual elements, including a rather over-acted video detailing Raffles' machinations in claiming Singapore for London, and some reminiscences of locals describing the smell of the Singapore River in the 1960s (one of these is delivered in very thick Singlish, and could almost benefit from a translation).

The split from Malaysia is described - naturally from the Singaporean side of that dispute - and this time around I even saw the original television appearance of the teary Lee Kuan Yew announcing that momentous piece of news, which I didn't remember from a previous visit.

There are a couple of other significant museums to visit elsewhere in Singapore - the various Heritage Centres for the three major ethnic groups provide very important pieces of the story as well - but this should be on everyone's itinerary if they're interested in understanding the whys and wherefores of this remarkable little country."
,,A most professional history museum,5.0,,"The story of Singapore unfolds as you walk through the dimly lit National Museum. Like many museums it is a quiet place but is filled with information and displays on the many people who have contributed to making Singapore what it is today. travelling in time from the early settlers and the eventual British involvement gives a good understanding of how Singapore has become the multi-cultural hub it is today.
The building itself is exceptionally well maintained and provides a glimpse of colonial times.
There is an entry fee but don't be put off by this - the experience is well worth the cost.
The forest display is another not to miss. the domed theatre is used to project images of thousands of flowers falling with occasional comets passing through. Certainly one your children would love almost as much as you will.
I would personally give the museum restaurant a miss as service is incredibly slow and staff could be described as disinterested at best.
When you finish take a walk through the nearby Fort Canning Park for more history and some great gardens (again give the food here a miss)"
,,A must for those interested in history,4.0,,We only spent a couple of hours here and managed to get on to one of the free tours. The one hour tour gave us an excellent understanding of the fascinating history of the area. The many interactive exhibits tell the story in a way that will hold the interest of even those with only a modest interest in the history of Singapore and its people.
,,History lesson.,5.0,,I enjoyed my visit to the Museum. The displays are modern and fun and provide an easy way to learn about the history of Singapore.
,,"History Gallery, Surviving Syonan are the best parts",4.0,,"The most interesting and informative part of the museum is the Singapore History Gallery, whose nature is fairly self-explanatory. The Gallery presents a very good trail from the very beginnings of Singapore through its development as a British colony, through to the modern era. The exhibits are well-presented and educational, and we can thoroughly recommend the one hour guided tour (ours began at 11:00 a.m. but call for other times). Coming a close second to the History Gallery is the 'Surviving Syonan' exhibit on the second floor, which illustrates what life was like under the Japanese occupation of 1942-45. The other exhibits on the second floor such as 'Growing Up' and 'Modern Colony' are far less interesting and could easily be skipped by those facing time pressure."
,,Awesome architecture and great exhibitions,5.0,,"If only just for the amazing architectural feat that is the refurbishment and conversion of these two former British colonial time buildings into a museum, it is a must-see. On top of that it features world-class exhibitions, I personally went to see Yayoi Kusama and Singapore efficiency made it a very pleasant visit, despite the crowds, thanks to the timed entry concept. Don't miss it even if you are normally not into museums. The roof garden, walking around the library dome, the bridge linking the top floors, all quite extraordinary if you think that they were two separate official buildings a couple of years ago. A bit reminiscent, concept-wise, of the British Museum."
,,Really worthwhile and insightful.,5.0,,A thoroughly brilliant museum - inside and out. We spent the last two hours before closing quickly whipping around the exhibitions which are brilliant - the right level of detail and very professionally presented. I feel so much more informed on the history of Singapore now. The rotunda was also mesmerising - not to be missed. Definitely do this if visiting Singapore.
,,Great history lesson of Singapore,5.0,,"Raining outside do the museum was a good place to visit. It is quite a large museum with much to see so very glad we took advantage of s guided tour (no extra charge). The gentleman who took the tour was a very pleasant person with a very good knowledge of Singapores history. We learnt so much about Singapore that we were never new, much more than we learnt at school or from history books, it was a great experience. Highly recommend the museum and taking the tour with a guide."
,,Not so interesting exhibition,4.0,,Many exhibition here but for us as a tourist the exhibition is not interesting. The exhihition related to history of singapore.
,,Start your Singapore trip with this museum,5.0,,"The main building is in colonial style. The modern part of the museum is wrapped around the old one and create a stunning combination of modern and traditional. It's an excellent way to start discovering Singapore as it has a very detailed exhibition on the country's history.
The entry fee is S$15 for adults and includes all exhibitions. It's open everyday from 10 to 19h. Last entry at 18:30.
Enjoy !"
,,So much fun for the whole family,5.0,,"We went to learn the history of Singapore and came out with much more enriched experience than we expected. It is a place ideal for the whole family. there are areas for the kids to explore, to sense, to touch, to play and to learn. There are IMAX experience to see the flowers, there are bitter past history with present vigorous growing path. Singapore is one of the four most fast growing countries in Asia. With all the high rises around the city and fast paced life, I can feel the heart beat of this city through the visit of the museum."
,,So much to see!,5.0,,"Like so many museums, the National Museum of Singapore is vast with so much to see. We spent a good half day in the museum and barely scratched the surface of all the exhibits available. It is absolutely fascinating and we took advantage of a guided tour (free) to ensure that we saw some of themore important parts of the museum. Highly recommended especially when it's wet outside! There is an entry charge but seniors (over 60's) get a discount!"
,,Worth more than 5 stars,5.0,,"Museums are boring? - When I think of museums my mind usually pictures rows of dusty exhibits in long cold silent halls well not so in this wonderful place – this museum is a living tribute to Singapore from its early beginnings under Malay Sultans 700 years ago, then a Crown Colony, Japanese occupation in the 1940’s and post war struggles to the great Independent country it is today. There are a number of specific theme Galleries on the top floor with static displays, Video’s and Sound bites presented in a vibrant and interesting manner – enter the Story of the Forest at the top of the Rotunda and be amazed at the audio digital presentations in the entrance room and as you descend a circular ramp against the wall there is another digital masterpiece of a living forest depicting animated William Farquhar natural history drawings – the finale is a darkened dome illuminated by a kaleidoscope of colors as a forest grows around you – stunning – this leads into a comprehensive exhibition concentrating on Singapore life over the past 100 years – entrance was S$15 for adults with a concession for seniors over 60 at S$10 – worth every cent – you need quite a lot of time to enjoy it all – there is a pleasant restaurant for you to take a break – if this is not on your to do list it should be."
,,A Good Family Excursion,4.0,,"Brought the kids here to know more about our own history. The Museum provides a positive experience to tour the exhibits, which were nicely done up, in tasteful displays. Informative and good learning experience for the children as well. It is free for Singaporeans, which makes it even more of waste for Singaporeans who did not make this trip."
,,Very well presented,5.0,,"We have been to the History Gallery as well as to ""Growing up"" and ""We Build a Nation"" - all very interesting and well presented."
,,Singapore's history,5.0,,Each time I visit Singapore the first place I go to is the National Museum to see the changes in their exhibits. It was during school holidays this time when I visited and I was not disappointed as there was an exhibition showing 100 years of history and I was in my element to read through as much as I could on its history through the years in different exhibits such as 1920s - 1930 - 1940s the 1950 - 1970s a time when I remember visiting Singapore for the first time in 1973; how different Singapore was back then and to see the photographs of that era brought back many happy memories. For children there was an exhibition on 'the animated forest' filled with colour and wonder to young eyes and to older eyes as well; the digital animation brought to life animals of the forest much to the delight of the children who were there enjoying the changes of scenery as much as I was. Singapore's National Museum is a must for visiting especially for those who love history. Unfortunately for me I did not have enough time to spend there as I like too; there is so much to absorb.
,,"Nice Building, but Boring Exhibition",3.0,,"The building is beautiful. The exhibition inside is about the history of Singapore, and I personally feel that it is a bit boring."
,,Terrible,1.0,,"No need to visit their as a Tourist. It will be complete wastage of money. If you are living in Singapore for long time , then you can visit. Apart from 2-3 items all bogus. You can see those in your house only. Like Black-White TV, Eveready Battery, old radio etc."
,,Equisite Museum,5.0,,"2012 Totally enjoyable visit to this National Treasure with my family. The staff were efficient, friendly and helpful. All the exhibits were a wonderful step in time. We will definately be back on our next fling with Singapore!"
,,Top experience,5.0,,"I really liked the Museum. The Story starts in 15th centra And leads until contemporary events. Not overloaded with information, very cool!!!"
,,Don't miss this museum-provides a great history tour of Singapore,5.0,,You can easily spent half a day- a whole day here learning about the history of Singapore. Join one of the free tours run by very knowledgable volunteer guides; you get a much better and personalised glimpse into Singapores past.
,,Singapore's oldest museum,5.0,,Explored the museum during January 2017. It is a splendid layout that boasted high visual impact. Spent few hours exploring each level and thoroughly enjoyed myself. Definitely a good soothing experience.
,,One of the best,5.0,,"I work in the museum sector and have studied a wide range of exhibitions, and I'm struggling to think of a better experience. The displays were of an incredible quality, the staff were helpful, the interactives were experimental, and the facilities were spotless. An excellent visit."
,,Down memory Lane,4.0,,I spent a few years of my childhood in Malaysia. This museum provided memories of my arrival and the cultural shock of a child in leaving Australia to live in Asia. The explanation of Independence was great and something I did not know. Also the more human stories of the Japanese occupation were done really well. I really enjoyed this museum.
,,Learn the History and Culture of Singapore,5.0,,"This is an amazing place to learn about the history and culture of Singapore. Housed in a historic building itself, the National Museum of Singapore also hosts other exhibits that are worth seeing. There are guided tours that you can avail at the entrance when you buy the ticket, or you can also just walk along and read the inscriptions."
,,Fascinating education on the history of Singapore!!,5.0,,I thought I would spend 1 or 2 hours in the Museum and ended up spending almost 5 hours going through the exhibits. Its very well laid out and very interesting. The exhibits might be a little much for kids as it does take a lot of reading and almost no interactive exhibits. There are free tours for the first part of the exhibits which are well worth listening to. The building is also beautiful which adds to the experience. There is also a nice cafe there for refreshments or break during the exhibits.
,,"Good visit, slightly off the beaten tourist path",4.0,,"Visiting the National Museum during children's season. They have a variety of fun, educational activities for children. And a giant trampoline at the entrance. Better to send children here alone else the wait is longer. All in all, 1-2 hours spent here is well spent."
,,"Not only for history learning, but also aesthetic appreciation",5.0,,"They are now having an exhibition designed by a Japanese firm, teamLab, in the glass rotunda, which is STUNNING! You will experience a spiral down path with a view of forrest, which leads you down to a small room to experience a ""shower of flowers"" by lying down on the floor. This is a time limited exhibition, so do check it out.
And you will also see bottles of different plants found in Fort Canning Park, which is next to the museum. The room with these bottle is also beautiful. Shelves were made of concrete blocks and there are sufficient bottles for visitors to smell. Staff there were also very helpful! And you will have a long walk of history about Singapore, which is so detailed not only its history, but also their ways of presentation.
As it is now Children's season, children can also experience and learn in the museum! It is much appreciated!
There is fine dining option, and casual dining. We chose the casual one and tried their Laksa Egg Benedict, which is a fun to try. It worths a visit!"
,,Magical and Historical,5.0,,"I was just walking in the busy streets of singapore when i passed by the national museum, when i went inside i was enchanted and was taken back time. :)"
,,Lots to learn even with toddler in tow.,5.0,,You can spend up to 2 hours there. The exhibits are separated in a way. Quick history lesson presented in an interesting way. Stroller friendly.
,,Do it.,5.0,,You won't regret the experience and discovery of the museum which will open your eyes to the history of the country.
,,Historical museum in classic style,4.0,,"Easy to visit the museum by MRT (suggest to walk from City Hall station via Stamford Road). There are some permanent exhibitions there. If you have interest in World War II history, recommend you to visit ""Surviving Syonan 1942 - 1945""."
,,Learn the history of Singapore. Take advantage of the guided tours presented live .,5.0,,We thought we would spend an hour and ended up spending almost 3. Exhibits and galleries were presented in many interesting ways that demonstrate how Singapore developed. Material is more adult in nature but enough exhibits for children to keep them interested. Easy to reach by public transit.
,,Well worth a visit.........,5.0,,Check out the history of Singapore. Many interesting displays for adults and children and a fascinating place to visit. There is more to Singapore than eating and shopping.
,,Make this your first stop!,5.0,,"I thoroughly enjoyed my visit to the National Museum. I spent a total of 6.5 hours there! I enjoyed every bit of it, everything I learned and everything I wished I had more time to carefully read. The exhibition is really well curated and the museum very well taken care of. The only suggestion I have is to add more seats throughout the galleries. I was standing so much that I simply had to rush through the ""Singapore Lifestyle"" galleries because of the back pain. Please add more seats, especially next to the audio story booths."
,,Highlight of the trip,5.0,,"A renovated City Hall and Supreme Court which also houses the Declaration of Independence among lots of local paintings. Set aside 3 hrs for it, could have taken more. What a restoration. Take train to City Hall and a short stroll (under cover) from there. For Singaporean, pre-booked ticket online. Visitors get discount if can present KrisFlyer (Singapore airline) frequent flyer."
,,Day at thet museum,4.0,,"Housed in an iconic colonial building, the museum is an architectural delight, affording vistas to satisfy the avid photographer's compositions. The museum hoses important artifacts pertaining to Singapore, Malaya, and regional collections that depict the history of this part of the world."
,,A wonderful place to spend an afternoon immersed in Singapore history,5.0,,"A well-curated museum with well-thought out concepts for bringing the museum experience to you in a immersive way. My family and I always enjoyed our visits to the National Museum, most recently in April 2017."
,,Educational exhibits,4.0,,"There are main exhibits that remains the same throughout the year, but special exhibits with different themes are always being put up. Prepare to go with a full battery on your smartphone or camera and bring along a fully charged portable charger (preferably with a capacity between 15600 to 20000mA) and a cable when your camera or smartphone runs out juice from too much photo taking."
,,State-of-the-art,5.0,,"Frequent exhibitions are held here. If you are travelling during some festivals like Singapore Night Festival or Art Festival, special events may be held inside and outside the museum. It's located downtown and the trip to the museum is quite easy. Just cross two streets, there is Singapore Art Museum. If you like spending time in museums, Singapore is the right place to come."
,,Everything you need to know about Singapore,5.0,,This is a place you will learn everything about Singapore's History. You will leave like a true Singaporean with all the knowledge and cultural experience you gained from this place. Truly Amazing.
,,"Interesting visit, great to learn about Singapore's history",4.0,,"A pretty great museum. Enjoyed reading about the turbulent and fascinating history of Singapore. Great way to spend my time before a flight out. The cafe there is not so good though (very poor service, expensive)."
,,Newly updated-great spaces,5.0,,Great introduction to Spore history and culture. The front building has some smaller exhibits but the back add-on is totally new with big tall soaring spaces and interesting dioramas that takes you through the interesting history of Spore from water culture to modern day... Great place to start your visit.
,,Surprisingly well curated,4.0,,"I went for an exhibition and professor talk which was really well organised and had a houseful. After the exhibition, I got a chance to have a look at the exhibits which were very well curated. I think the museum isn't well-known enough and not popular yet due to limited information and tourist visitors but is now gaining popularity. Spotless clean, amazing staff and amazing artefacts."
,,do this one first,5.0,,"such a well done museum (as are some of the other ones) but this puts a lot of the history into context. We spent over 5 hours here. We learned so much about the times before the British, the British, the Malay states, why Singapore left the Malay states, and how the have accomplished the economic miracle that is today's Singapore.
There was a free tour available as well - which we took - that was well done and very informative.
My only negative comment is that an audio guide would be good."
,,Tourism,4.0,,This is a must in your visit to Singapore . You can travel in time and get amazed for the determination of a country to excel
,,Jaw dropping,5.0,,My experience there is awesome. Inside the museum is very very grand and spotless clean. The staff are accommodating. Then I used to walk in their connecting bridge that help me conquer my fear of heights. Its my second time visiting National Gallery of Singapore but still I'm always enchanted by its beauty.
,,Museum Visit,4.0,,Well worth a visit whilst in Singapore. We had a volunteer museum guide who took us through the main exhibit.
,,Great museum,5.0,,"Good museum, informative and interactive. Allow at least 2 hours for your visit and perhaps combine with visit to other attractions close by"
,,nothing special...,3.0,,In a quiet area with several parks and easy access with nearby metro station. It's not impressive if you do not want to pay the ticket just take some photos ...
,,Interesting history of Singapore,4.0,,"The museum has a great location, and is a nice building. The history given of Singapore is very well told with a lot of nice artifacts. 15$ entry is not too bad.
Not too crowded. Have some dining options with coffee and light food at reasonable prices. All in all worth a visit.
We went to the National Museum, and then to the battle box on Fort Canning for a guided tour."
,,Brilliant layout taking you through Singapore's history,4.0,,This was an excellent start to our visit to Singapore. We learned a great deal about how Singapore came to be. The layout is attractive and the history fascinating
,,Awesome job of capturing the history of Singapore !,4.0,,"We had kept only an hour or so for this place but trust me there is enough to keep you occupied for at least half a day here. Especially if you are one of those who take interest in the history of a place. I guess most seasoned travelers are and the thorough job they have done here needs to be appreciated.

Right from a maritime chart that shows Simha pura (Original Sanskrit name of Singapore) on the ancient sea lanes to capturing the lifestyle of the Chettiars from South India who shaped the financial business, you will find a wealth of minor details that help you understand modern Singapore.

They have used a combination of different media - Interesting audio visuals that are mapped onto sprawling screens, recreated interiors of a house and collection of World War II memorabilia - suffice it to say that they have succeeded in transporting you through the journey Singapore has made to evolve as a favourite hub of modern international commerce.

Housed in an elegant building, there is even a restaurant here so that you can stay on if you desire to.

If you are not one of those history buffs, you can breeze through in about 30 minutes as there are only 4 large halls that need to be traversed."
,,Quite intresting,5.0,,"A time travel experience in this amazing museum. It shows you the developing of Singapore through the years. Absolute a must see, when visiting this metropol in Asia."
,,Very informative,5.0,,I learnt a lot about the history of Singapore presented in a very interesting way right up to present day
,,The changed exhibit is wonderful,5.0,,"We went to the National Museum of Singapore for my husband's birthday. We thought it would be the same as when we saw it years ago. We were pleasantly surprised that they changed most of the exhibit. The museum still has an interesting way to showcase how Singapore became independent, however, it also now gives a fabulous fanciful highlight of Singapore's natural landscape. We absolutely loved our experience there."
,,Great place to learn about the history of Singapore,4.0,,It was 15 dollars for non Singaporeans and 10 if you are a student. I enjoyed my stay there but the content was quite limited. However I definitely think it's worth the entrance fees and a nice stop to visit during the hot summer tines as a break from all the outdoor tourist attractions.
,,Introduction to Singaporean History 101,5.0,,After visiting the museum you get an idea about why and how this island evolved into this first world country: from singapore stone to Raffles. From merger to expelsion...
,,Real history of Singapore and much more,5.0,,"The overall experience of visiting the museum was excellent ,Level one is extremely well laid out to give the visitor a potted history of the origins of Singapore On level two we visited the glass rotunda with its digital interpretation of the forest , please do not miss the experience, a credit to the museum and its contributors"
,,Worth a History Lesson,5.0,,I had some time to kill and decided to visit the museum. One could spend hours here with a well thought out layout of scenes and history of Singapore. I was quite surprised by the quality of the exhibits and the most descriptive commentary. Some interesting facts were gleaned by my visit and i would encourage those with an inclination to understand cities they visit. It is a sleeper but if you have the time and patience you will not be disappointed.
,,Interactive and quick to visit,5.0,,This interactive museum can be visited within 2 hours in order to get a good idea of the history of Singapore. It is pleasantly visited by children as well.
,,A spontaneous visit,5.0,,It is great... I have never seen a museum put tgether like this. You can watch films on the history of parks n Singapore in a 'drive through cinema' and every exhibit is interactive in some way
,,Nice afternoon,5.0,,"we spent few hours at this museum with our kids. The building architecture is great. The living wall is really beautiful, the part regarding the history of Singapore is really interesting. A very pleasant moment."
,,Awesome way to learn about their culture!,5.0,,This is the perfect place to learn about the Singapore culture. I really enjoyed how they described how this became the center of trading area and how it was hit by WWII then how it turned itself around to this strong global country. Highly recommend it!!!
,,Interesting history of Singapore,4.0,,"This museum offers a variety of exhibits on Singapore history from the early pre-colonial, through British rule and later independence and the development of modern Singapore. The rooms are organized by era. It is an interesting way to spend a morning or afternoon."
,,Well worth a visit.,4.0,,"The museum has a variety of displays explaining the history of the island from its first settlement, through the Japanese occupation to the modern day multi-cultural nation that exists today. Other exhibitions change on a regular basis so there is always something new to explore."
,,Learning the history of Singapore,4.0,,The Singapore National Museum is an excellent place to learn the history of the country. The exhibits were very detailed and chronicled over 200 years of history.
,,Great insight into Singapores history,5.0,,"This museum offers a detailed and informative insight into how Singapore became the glorious city it is today! It tells you the number of invasions the city has dealt with, how the government dealt with public infrastructure problems, the housing system, the varieties of ethnicities that have made Singapore their home and many other things I do not remember. I was amazed at how detailed the exhibits were and how interesting it was to learn about Singapores evolution. I highly recommend a visit to this place!"
,,"Interesting place, well maintained, up-to-date",5.0,,"Very nice exhibits, specially does on the history of Singapore. Clean and up-to-date. Air-conditioned so not too hot. Great place to visit on a rainy day."
,,Very interesting,5.0,,"Have been on a Sunday, although crowded, you don't feel the crowd. Very informative, very well kept, great colonial building with nice restaurants inside. Forest tree is very nice especially for the kids. Highly recommended."
,,Great architectural remodeling of the buildings,5.0,,"I spent the whole day there exploring the various galleries. There were some very interesting conceptual works and an inspiring clay exhibition by a Malay artist, Iskandar Jalil. I also thoroughly enjoyed a traditional shadow puppet show with a modern twist."
,,An amazing overview of Singapore's history.,5.0,,"I've travelled to Singapore many times but only visited the National Museum on my last trip - I'm glad I made the time and would recommend it to tourists or business travellers who have never bothered.

Set in a beautiful building and grounds, the exhibits cover the history of the region going back several hundred years, Singapore's role in World War 2 and culminate with the story of Singapore's journey to independence, it's cultural development and how it became the economic powerhouse of SE Asia.

There is a small entrance fee for foreign nationals but it is definitely worth spending the money."
,,Looking for the BattleBox and found this first!,4.0,,"We had been advised to visit the BattleBox and while we were on our way we saw this museum so thought we would check it out. Fascinating museum with many interesting exhibits. A beautiful building , walking around is a delight , with so much information we could have stayed longer. E were advised to leave by the back door on the third floor to access the BattleBox."
,,"Great place to explore Singapore in the past, and experience the technologies",4.0,,"The places was a must visit when you come to Singapore!
They had fascinating exhibitions from the life of the citizen and the history of the country. The nice things was black dome room with LED and lights for making night jungle effect! You can take a nap inside hehe.
And if you are into taking pictures, this place is a nice place to take picture of groups or person and instagramable!"
,,understanding the history of singapore,4.0,,show-casing Singapore development for the past 700 years. the period of japan invasion was always being forgotten. suggest to join the free tour guide.
,,Beautiful building with very comprehensive display of Singapore history.,5.0,,"We spent two hours here and could have easily spent more. Detailed displays recounting the history of Singapore. Really worth going up to the second level where we were entranced by the moving crystal ""chandelier"" - and then to the Glass Rotunda with a magical display spiralling down to the ground floor. Could have gone through again but time did not allow."
,,Impressive,4.0,,The museum has a fascinating exhibition detailing the interesting history and development of Singapore into the impressive city state that it now is. You can use your Singapore Air boarding pass to get a discount at this venue.
,,Great Experience,5.0,,"A great showing of Singapores history, very informative, but not a huge museum. Takes an 11/2 hrs to go around worth the time if you are interested in the origin and establishment of Singapore"
,,Excellent museum which gives insight in to the history of the country with some great displays,4.0,,"Very happy we visited this place as we knew little, to nothing about the history of Singapore. The displays were interesting and informative and well-presented. The museum itself was not intuitive but is quite pleasant to wander around and enjoy."
,,Excellent museum,4.0,,Excellent museum showing the history of Singapore as well as some contemporary art. Loved the glass rotunda.
,,If you have an hour to spend. Not a standout,3.0,,Great architecture. A nice cafe for a break. Not outstanding for the region and printed materials very limited.
,,Educational and interactive,4.0,,"The whole city is amazing and this museum is not an exception, lets you get a glance of the history behind Singapur and experience a couple of exhibitions that use technology to transmit a sensorial experience"
,,Uncover Singapore's history,5.0,,The building is reminiscent of London's National Art Gallery on the outside. Inside it has great exhibitions of Singapore from when it was first settled by Westerners. We got a great understanding of its history from the paintings
,,Tourist,5.0,,I visited the National Museum of Singapore with a friend. It was a really amazing experience. We learnt so much about the history of Singapore. The video of Prime Minister Lee Kuan Yew announcing the independence of Singapore was really moving. He truly made Singapore the amazing city it is now.
,,Brilliant,5.0,,Our visit here far exceeded our expectations. The exhibits were well displayed and very modern with interactive elements. The museum provides an incredibly interesting history of the evolution of Singapore into the success of a nation it is today. Highly recommend a visit here.
,,Start here if you are in Singapore for more than a weekend,5.0,,"This museum is beautiful. The main gallery which describes the nations history is very well presented. If you are staying in Singapore for a little while and wish to understand the community before you see all of the various sites I would highly recommend it.

Tip - go in the afternoon when it's probably raining out"
,,Great way to spend a few hours when a rain storm hits,5.0,,"Really great Museum, when it rains in Singapore it pours and this is a great place to spend 2/3 hours. This is a fantastic building and reminds me of some of the great Museums in London"
,,Boring and basic,2.0,,"We usually love museums. But this was boring and basic! Firstly you line up to buy a ticket but you can not see the prices until you get to the desk. This wastes people time as no one is prepared. They layout is not great. You enter the first level and follow that floor plan around then you go upstairs to the second level only to end up back on the first floor in the first exhibition you started with and then you have to re exit that one and go back upstairs to continue. If you knew about this you would start right at the top and work your way down.
Personally we learnt and appreciated more of Singapore history at our tourist attractions.

What was great was the architecture of the building. Stunning! That gets 10/10!

The cafe there was ridiculous. We waiting for 15 minutes at our table and got ignored so we decided to get up and order. Only to be told we had to sit down for our order to be taken. So we sat down for a further 15 minutes. Didn't get served so we left.

If you had children you will be very sorry you take them here! They will be bored to death"
,,National museum of Singapore,4.0,,Gives you a great insight into how Singapore came into and what all went through in the past centuries and how they achieved the present day status. There was a one hour guided tour at 11:00 which was very interesting and informative. There is so much to see and the best way would be to go on a guided tour first and then go back to see in detail and also go through the galleries and glass rotunda that are not covered in the tour. You can spend around three hours here. There is a restaurant to take a break in between.
,,Loved it,5.0,,"Had a fantastic guide (guided tours are free)...she spoke of the building's history when it was the Supreme Court. They have done a great job of preserving the integrity of the older parts of the building and making it a state of the art, art gallery. The local art works are brilliant.
Views of the bay from the Deck Floor (6th floor) are fantastic."
,,Great place for learn history,5.0,,The location might hard to find but when you arrive there I promise that you will have a good time there because there are many interest info for tourist to go and understand how Singapore become from their past till now.
,,Great for both adults and kids,4.0,,"Never think that my lttitle kid loves this place so much! Special designed corner for kids available, it's colourful, full of fun and awesome."
,,I love all museums,4.0,,Located in a stately colonial building simply adds to the wealth that can be found when walking around this museum. The exibits change regularly so it a place than become a regular go to location.
,,Revelational,5.0,,"We often include a national level museum or two when visiting a country and this is one of the better museums of its kind. It covers very local as well as whole of Asia themes and does it very well. We spent most of the morning there but were planning to leave to have lunch somewhere. What a mistake that would have been! The cafe on site was excellent and there was an upscale lunch and dinner venue as well if that suits you. What an excellent visit we had and if you have a couple of young ones in tow, they may just enjoy it..."
,,Great Place to know Singapore History,4.0,,We really enjoyed our museum. We spent first hour to go through the Exhibits on the 2nd flood before joining the museum. Love the tour guide (volunteer) who told us so much about Singapore history. The tour was supposed to last for an hour but she was 20 mins over. Very interesting and informative tour. We are glad we waited an hour to do our own walking before joining
,,Great history museum in Singapore,5.0,,I always enjoy visiting the National Museum in Singapore. There is usually an interesting special exhibit going on as well as the excellent permanent galleries. An especially interesting gallery is the one that tells the story of the Japanese occupation during World War II. There are other interesting looks at popular culture and social life during both the colonial era and the evolution of Singapore since independence. This museum is definitely worth spending several hours of your day.
,,Well presented but not much content,3.0,,"The museum is in a spectacular building and the displays are well layed out and well explained as you'd exoect from a modern museum. But for $15 I expected there to be more...could easily be done in an hour.

Small expensive coffee shop, hardly any gift shop."
,,A history of Singapore from past to present,5.0,,"Interesting displays and dioramas of the history of Singapore, from its foundation as a city to its trading history and today."
,,"Stunning, Informative & Captivating",5.0,,"My wife and I spent a wet and thundery Thursday at the National Museum and were astounded at just how wonderful it was.
This was our 3rd trip to Singapore, yet our first visit to the Museum.
The displays are first class, detailing the history of Singapore dating back centuries through to it's independence and it becoming the modern, thriving city state that it is today.
Beautiful, thought provoking and informative, it's a must see when in Singapore."
,,Historical,4.0,,Spent 2 to 3 hours and loving the ambient and architecture of the museum. Enjoying the flora exhibition.
,,Interesting,4.0,,"A very interesting museum which comprehensively covers the history of Singapore, from it's time as a trading post to the present day. Some of the exhibits were extremely educational, especially the ones about the Japanese invasion and the split from Malaysia"
,,A good history lesson but not many interesting artifacts,3.0,,Spent a couple hours at the museum. As for most of the city it is clean and nicely presented. You will learn about the history of Singapore but don't expect any fascinating artefacts or exhibits.
,,Museum tour,5.0,,My friend and I joined a free one hour tour of the National Museum. This was very interesting and gave us a good idea of the layout and contents of the museum
,,Excellent Museum,5.0,,Excellent museum to spend the day and to understand the history of Singapore. Well done pieces on different era's of Singapore's history that will pull you in and educate as well as thrill.
,,A must see for anyone interested in Singapore history.,4.0,,There is a very good gallery with interesting displays covering the early days of the island through to the Japanese invasion and the post war creation of Singapore.
,,History at it's Best !,4.0,,"To learn more about the colorful history of Singapore you have to visit this National Museum Singapore.
What a great old building, combined with modern design.
The restaurant is fine and friendly personal. The shop is poor.
For children is this a good place to learn more about the past."
,,Singapore through its history,5.0,,There is so much more to Singapore then meets the eye. This museum takes you on a journey of the evolution and growth of a country that was once a trading village and then it slowly evolved and grew.It documents its struggle for independence to its current developed state. If you want to know it all then visit this place.
,,Fantastic Intro to Singapore,5.0,,"We went on the free guided tour, which was given by a French lady. She clearly had a practiced routine, but was also able to answer questions off the cuff, so that was great. The museum exhibits though are also fine to explore at your own pace without a guide, as the signage is pretty extensive and informative.

Point of information- if you're going straight from Battlebox to here, you can enter the museum by the back entrance as you come down the hill from Battlebox. Just remember to go to the front to purchase a ticket."
,,Learning about Singapore,4.0,,"If ever you want to learn about the Historical path and the civilisation of Singapore, this is the museum you have to visit. Buildings are well renovated and you can enjoy extra expositions. So not hesitate, you will learn something."
,,Learn about Singapore,4.0,,"Big modern and interesting museum that cover the relatively short history of the country from the age of trading villages, to the Portuguese and Dutch merchants, to the British Empire, to the struggle for independence until the present day.
Great displays of everyday items, photos, maps, paintings with a strong emphasis on the contribution that the three main ethnic groups have made to Singapore.
The galleries displaying the more recent history are particularly interesting as they show all the effort and struggle that went into creating contemporary Singapore (and also the effort in projecting a totally positive image of a country with no problems at all....)."
